    0.202408110548973497E+01    0.126470085528381659E+01    0.265195773637138643E+00   -0.680404457105500313E+02
    0.201353715588922810E+01    0.830844696776136260E+00    0.205343527831132633E+00   -0.635638320190854671E+02
    0.184359629006175574E+01    0.135403255978234327E+01   -0.484289206600791999E-01   -0.633115679495615851E+02
    0.194717695725124607E+01    0.131305461003096191E+01    0.197632553398532806E+00   -0.630502248818573960E+02
    0.191697215712570035E+01    0.133779012212696991E+01   -0.202897456072745896E+00   -0.627514842804747204E+02
    0.185780676982712833E+01    0.218264668644427395E+01    0.111457074410019175E+00   -0.626965986082840274E+02
    0.206414883045004949E+01    0.333153135230713104E+00    0.160769346112111577E+00   -0.626848918251781200E+02
    0.206826723445582417E+01    0.120672857949776180E+01    0.764143527758491814E-01   -0.622948601572690208E+02
    0.214090162517084792E+01    0.162418548037532418E+00   -0.673552448899794598E-01   -0.616918699805525748E+02
    0.200050172781106284E+01    0.972120588593032409E+00   -0.206054582335093883E+00   -0.615089435203295309E+02
    0.216953807442568092E+01    0.150191383566912862E+00    0.418554932149266534E-01   -0.613351656296378991E+02
    0.202753939287836182E+01    0.731297729771792859E+00   -0.183026735152500564E+00   -0.612488598750854436E+02
    0.187249145065557343E+01    0.157677043309398002E+01   -0.144573301568026835E+00   -0.611961151080626209E+02
    0.183731566903440502E+01    0.189117796011943717E+01    0.119915906211257806E+00   -0.610785780820431441E+02
    0.201285307449296269E+01    0.539649347751002040E+00    0.122466026940408312E+00   -0.610287797152365954E+02
    0.194365805094621713E+01    0.998549746746057565E+00    0.141873477140279647E+00   -0.609949389901259096E+02
    0.205819681339592009E+01    0.305077214434161803E+00   -0.663464672679801026E-01   -0.609917440094805130E+02
    0.193779528243880073E+01    0.125075262796212172E+01    0.156680437805016837E+00   -0.609637554148976051E+02
    0.209589530158963910E+01    0.250323487765724551E+00   -0.811822493822713653E-01   -0.608567220212288618E+02
    0.181578219044055089E+01    0.170429942445690585E+01    0.480159658049466032E-01   -0.608290502930195771E+02
    0.191118195295993054E+01    0.108708719725336067E+01    0.111508722980204311E+00   -0.606684828822007489E+02
    0.208001323583847153E+01    0.235098839634988011E+00   -0.520605736215813408E-01   -0.606598090105921059E+02
    0.205538236822533982E+01    0.114734252062030606E+01   -0.475505444911021868E-01   -0.606332953939907995E+02
    0.190390152837559867E+01    0.159060775197211512E+01   -0.159518269612274111E+00   -0.606060115081446114E+02
    0.182868177081324568E+01    0.213049940304123453E+01    0.299510913068061768E-01   -0.605836661697072998E+02
    0.192462994523422637E+01    0.904447077955595091E+00   -0.180786430210062576E-01   -0.605351861103491089E+02
    0.189745101551933004E+01    0.116319965177356721E+01    0.101763796903801662E+00   -0.605152786922114601E+02
    0.185037273574200967E+01    0.199975505818215638E+01    0.882310853182293187E-01   -0.604503831354521211E+02
    0.189486480931524781E+01    0.197334453116188158E+01    0.413356325089342391E-01   -0.604474221148869759E+02
    0.200225132720879095E+01    0.512856070891833937E+00    0.700902975629738023E-01   -0.604207125497443585E+02
    0.193552769912320777E+01    0.849922023963005202E+00   -0.212058125997227620E-01   -0.603968638667182987E+02
    0.194708166733222754E+01    0.965496892852719668E+00    0.125152443623456122E+00   -0.603862978610620402E+02
    0.189426139100921098E+01    0.109091228006579222E+01    0.362450875270408091E-01   -0.603758112108972256E+02
    0.210285638384085871E+01    0.398016761485544990E+00   -0.103765980809122027E+00   -0.603588997463532877E+02
    0.187876296516972197E+01    0.128013849960836090E+01    0.857173666487032193E-01   -0.602551908087772716E+02
    0.198547401374757904E+01    0.621657676427737726E+00    0.790204458206478222E-01   -0.602286389083575813E+02
    0.199806850674198166E+01    0.127525112702413956E+01    0.128608074643963732E+00   -0.602262602847588440E+02
    0.214057967172662345E+01    0.369765736925220523E+00   -0.178952119233048990E-01   -0.601608900525323591E+02
    0.198584083842774994E+01    0.931115131948864416E+00   -0.176475793401047909E+00   -0.601570127662571394E+02
    0.214038393359983026E+01    0.183279684853816960E+00    0.330305424353696253E-01   -0.601108078224842615E+02
    0.205679601256468381E+01    0.659430660189496365E+00   -0.153436242631679320E+00   -0.600972273015964973E+02
    0.208933461055228697E+01    0.833003051355962754E+00   -0.658988246667817634E-01   -0.600758116703199008E+02
