   -0.974824428558349609E+01   -0.797704815864562988E+01   -0.327954411506652832E+01   -0.128708897530875634E+07   -0.599146350544150419E+01    1
   -0.962329030036926270E+01   -0.772863030433654785E+01   -0.913396000862121582E+01   -0.125530560685918969E+07   -0.599396350544151169E+01    1
   -0.845467805862426758E+01   -0.967788457870483398E+01   -0.229738116264343262E+01   -0.109254622945239046E+07   -0.599646350544151474E+01    1
   -0.964271903038024902E+01   -0.773677825927734375E+00   -0.437360048294067383E+01   -0.106288799204032007E+07   -0.599896350544151957E+01    1
   -0.864867448806762695E+01   -0.669086217880249023E+01   -0.524385571479797363E+01   -0.104527735708023794E+07   -0.600146350544151552E+01    1
   -0.850677609443664551E+01   -0.735411286354064941E+01   -0.303856253623962402E+01   -0.103818313541014667E+07   -0.600396350544151858E+01    1
   -0.943161129951477051E+01   -0.908813476562500000E+00   -0.261829018592834473E+01   -0.102900374707228178E+07   -0.600646350544151630E+01    1
   -0.898853540420532227E+01   -0.346600174903869629E+01   -0.681849837303161621E+01   -0.101876623780301807E+07   -0.600896350544152469E+01    1
   -0.938457608222961426E+01   -0.266853570938110352E+00   -0.893195271492004395E+01   -0.100412792969998915E+07   -0.601146350544151886E+01    1
   -0.884709596633911133E+01   -0.278826355934143066E+01   -0.983577132225036621E+01   -0.976621929023539182E+06   -0.601396350544150859E+01    1
   -0.966822743415832520E+01    0.317739009857177734E+01   -0.694399237632751465E+01   -0.965348280065099825E+06   -0.601646350544151520E+01    1
   -0.962832212448120117E+01    0.472087740898132324E+01   -0.190698862075805664E+01   -0.919138669592330814E+06   -0.601896350544151559E+01    1
   -0.991736054420471191E+01    0.798222661018371582E+01   -0.830328583717346191E+01   -0.890735039969106670E+06   -0.602146350544152753E+01    1
   -0.846610546112060547E+01   -0.178637027740478516E+01   -0.770039677619934082E+01   -0.887755701359256986E+06   -0.602396350544153325E+01    1
   -0.793542027473449707E+01   -0.501248121261596680E+01   -0.429051876068115234E+01   -0.880823331628217711E+06   -0.602646350544152298E+01    1
   -0.746213197708129883E+01   -0.732673645019531250E+01   -0.711297273635864258E+01   -0.861697645829766872E+06   -0.602896350544150561E+01    1
   -0.737149953842163086E+01   -0.765324831008911133E+01   -0.624108314514160156E+01   -0.855253532609888120E+06   -0.603146350544150955E+01    1
   -0.826228141784667969E+01   -0.167579293251037598E+01   -0.743942737579345703E+01   -0.852155669723976986E+06   -0.603396350544152682E+01    1
   -0.855443000793457031E+01    0.101897597312927246E+01   -0.629315018653869629E+01   -0.834698859257869539E+06   -0.603646350544153165E+01    1
   -0.945560932159423828E+01    0.825044393539428711E+01   -0.209139585494995117E+01   -0.810393641051641665E+06   -0.603896350544152227E+01    1
   -0.818496108055114746E+01    0.509892702102661133E+00   -0.380686640739440918E+01   -0.788830603562189499E+06   -0.604146350544151556E+01    1
